assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,interestPaidThroughDate,currentDelinquencyStatus,primaryLoanServicerName,subvented.1,reportingPeriodModificationIndicator,modificationTypeCode,paymentExtendedNumber,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,servicerAdvancedAmount,zeroBalanceCode,assetSubjectDemandIndicator,repurchaseAmount,chargedoffPrincipalAmount,recoveredAmount,repossessedIndicator,repossessedProceedsAmount,originalInterestOnlyTermNumber,X..i..,modificationTypeCode.1,zeroBalanceEffectiveDate,originatorName_clean,originalInterestRatePercentage_clean,obligorGeographicLocation_clean,obligorCreditScore_clean,lender_state_n,paymentToIncomePercentage_clean,credit_score_cat,originalLoanTerm_char,loan_term_cat
SPONSOR,998989999995846784,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,29019.59,76,11/2025,0.0687,1,1,09/2019,true,1,2,0,CHEVROLET,COLORADO,2,2017,2,29295,98,CREDIT BUREAU,735,2,2,false,0.137,VT,false,64,1,25878.59,478.37,0.0687,0.0687,0,0,147.87,329.13,0,25565.38,477.01,478.37,165.16,313.21,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0687,VT,735,2,0.137,Super-Prime,76,73-78 months
SPONSOR,998989999995842944,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,25855.84,76,01/2026,0.0664,1,1,09/2019,true,1,2,0,NISSAN,ROGUE,2,2017,3,17561,98,CREDIT BUREAU,769,2,2,true,0.0825,AL,false,66,1,23645.53,423.32,0.0664,0.0664,0,0,127.23,294.91,0,23346.61,422.15,423.32,124.4,298.92,0,07-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0664,AL,769,2793,0.0825,Super-Prime,76,73-78 months
SPONSOR,998989999995824896,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,28892.14,73,09/2025,0.0699,1,1,10/2019,true,1,2,0,MERCEDES-B,E CLASS,2,2014,1,22275,98,CREDIT BUREAU,767,2,2,true,0.1308,NC,false,62,1,25977.91,493.86,0.0699,0.0699,0,0,150.9,341.54,0,25613.04,492.44,493.86,128.99,364.87,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0699,NC,767,3571,0.1308,Super-Prime,73,73-78 months
SPONSOR,998989999995805568,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,31183.81,73,01/2026,0.0426,1,1,11/2019,true,1,2,0,TOYOTA,CAMRY,2,2019,1,29271,98,CREDIT BUREAU,602,2,2,false,0.1231,NC,false,66,1,29615.27,984.88,0.0426,0.0426,0,0,99.75,391.82,0,29615.27,491.57,0,0,0,0,06-26-2020,1,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0426,NC,602,3571,0.1231,Fair,73,73-78 months
SPONSOR,998989999995787392,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,21396.61,62,12/2024,0.0748,1,1,01/2020,true,2,2,0,TOYOTA,CAMRY,2,2018,1,19550,98,CREDIT BUREAU,734,2,2,true,0.0462,NC,false,53,1,19054.43,0,0.0748,0.0748,0,0,122.15,306.38,0,18788.21,428.54,429.78,163.56,266.22,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0748,NC,734,3571,0.0462,Super-Prime,62,61-66 months
SPONSOR,998989999995794048,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,28571.28,76,04/2026,0.0644,1,1,12/2019,true,1,2,0,TOYOTA,CAMRY,1,2019,1,25947,2,CREDIT BUREAU,606,2,2,false,0.1518,AL,false,69,1,27416.66,464.99,0.0644,0.0644,0,0,141.48,322.27,0,27081.85,463.75,464.99,130.18,334.81,0,07-24-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0644,AL,606,2793,0.1518,Fair,76,73-78 months
SPONSOR,998989999995783424,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,27616.52,76,02/2026,0.0989,1,1,12/2019,true,1,2,0,TOYOTA,RAV4,1,2019,3,28070,2,CREDIT BUREAU,586,2,2,false,0.1771,NC,false,67,1,25720.39,495.81,0.0989,0.0989,0,0,211.78,283.35,0,25433.08,495.14,495.81,208.5,287.31,0,07-25-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0989,NC,586,3571,0.1771,Fair,76,73-78 months
SPONSOR,998989999995773312,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,39597.01,73,03/2026,0.059,1,1,01/2020,true,1,2,1,TOYOTA,CAMRY,1,2020,1,28501,2,CREDIT BUREAU,580,2,2,false,0.1682,AL,false,68,1,37872.27,655.97,0.059,0.059,0,0,180.95,473.41,0,37872.27,654.36,655.97,655.97,0,0,07-02-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,AL,580,2793,0.1682,Fair,73,73-78 months
SPONSOR,998989999995769088,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,34294,76,03/2026,0.1044,1,1,01/2020,true,1,2,0,TOYOTA,TACOMA TRD,1,2020,2,44726,2,CREDIT BUREAU,530,2,2,false,0.0482,SC,false,68,1,32421.57,627.13,0.1044,0.1044,0,0,280.96,343.49,0,32071.88,624.45,627.13,277.44,349.69,0,07-27-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1044,SC,530,2196,0.0482,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995754496,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,20168.81,61,01/2025,0.1289,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20995,2,CREDIT BUREAU,590,2,2,true,0.0288,SC,false,54,1,19036.05,460.22,0.1289,0.1289,0,0,203.41,254.35,0,18689.81,457.76,460.22,113.98,346.24,0,07-04-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1289,SC,590,2196,0.0288,Fair,61,61-66 months
SPONSOR,998989999995753984,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,36454.78,76,04/2026,0.1089,1,1,02/2020,true,1,2,0,TOYOTA,HIGHLANDER,1,2019,3,34081,2,CREDIT BUREAU,633,2,2,false,0.1484,AL,false,69,1,35489.81,1350.52,0.1089,0.1089,0,98.06,315.05,357.16,-0.48,35183.88,672.21,676.48,369.59,306.41,0.48,07-24-2020,7,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1089,AL,633,2793,0.1484,Non-Prime,76,73-78 months
SPONSOR,998989999995755392,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,30635.08,75,03/2026,0.029,1,1,04/2020,true,3,2,1,TOYOTA,COROLLA,1,2020,1,21722,2,CREDIT BUREAU,794,2,2,true,0.0945,SC,false,68,1,29600.68,466.3,0.029,0.029,0,0,71.19,392.89,0,29204.74,464.08,466.3,70.36,395.94,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.029,SC,794,2196,0.0945,Super-Prime,75,73-78 months
SPONSOR,998989999995757440,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,41695.49,74,01/2026,0.049,1,1,02/2020,true,2,2,1,TOYOTA,TACOMA SR5,1,2019,2,32184,2,CREDIT BUREAU,593,2,2,false,0.1451,AL,false,66,1,39248.2,670.93,0.049,0.049,0,0,159.97,509.59,0,38734.91,669.57,670.93,157.64,513.29,0,07-13-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.049,AL,593,2793,0.1451,Fair,74,73-78 months
SPONSOR,998989999995759232,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,22593.16,76,05/2026,0.1374,1,1,01/2020,true,1,2,0,TOYOTA,YARIS HATC,1,2020,1,19187,2,CREDIT BUREAU,511,2,2,false,0.1673,SC,false,70,1,22106.71,900.98,0.1374,0.1374,0,0,245.13,205.36,0,22106.71,450.49,0,0,0,0,06-01-2020,5,WORLD OMNI FINANCIAL CORP,NA,true,4,1,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1374,SC,511,2196,0.1673,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995753344,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,17976,73,03/2026,0.0596,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA,2,2019,1,16618,98,CREDIT BUREAU,844,2,2,true,0.0499,SC,false,68,1,17369.48,297.57,0.0596,0.0596,0,0,84.05,213.51,0,17303.84,297.57,297.57,231.93,65.64,0,07-07-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0596,SC,844,2196,0.0499,Super-Prime,73,73-78 months
SPONSOR,998989999995741312,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,40206.82,73,02/2026,0.0649,1,1,03/2020,true,1,2,1,TOYOTA,RAV4,1,2020,3,27678,2,CREDIT BUREAU,628,2,2,false,0.1712,NC,false,67,1,38301.04,0,0.0649,0.0649,0,0,207.45,468.22,0,37351.01,675.68,1355,404.97,950.03,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0649,NC,628,3571,0.1712,Non-Prime,73,73-78 months
SPONSOR,998989999995742336,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,43508.99,77,05/2026,0.128,1,1,03/2020,true,2,2,0,TOYOTA,TUNDRA,2,2018,2,34450,98,CREDIT BUREAU,626,2,2,false,0.1635,NC,false,70,1,42774.3,1700.44,0.128,0.128,0,30,447.55,398.16,0,42774.3,845.71,850.22,850.22,0,0,07-31-2020,16,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.128,NC,626,3571,0.1635,Non-Prime,77,73-78 months
SPONSOR,998989999995749248,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,33086.94,76,04/2026,0.1189,1,1,02/2020,true,1,2,0,TOYOTA,RAV4,1,2019,3,28816,2,CREDIT BUREAU,649,2,2,false,0.1318,SC,false,69,1,31607.26,630.34,0.1189,0.1189,0,0,312.7,314.57,0,31346.56,627.27,630.34,369.64,260.7,0,07-16-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1189,SC,649,2196,0.1318,Non-Prime,76,73-78 months
SPONSOR,998989999995739008,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,39579.63,73,04/2026,0.059,1,1,03/2020,true,1,2,1,TOYOTA,TACOMA SR,1,2020,2,29258,2,CREDIT BUREAU,600,2,2,false,0.121,AL,false,69,1,39136.9,655.68,0.059,0.059,0,0,185.49,468.58,0,38670.5,654.08,655.68,189.28,466.4,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,AL,600,2793,0.121,Fair,73,73-78 months
SPONSOR,998989999995735424,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,26638.26,77,06/2026,0.1479,1,1,04/2020,true,2,2,0,TOYOTA,COROLLA,1,2020,1,22106,2,CREDIT BUREAU,602,2,2,false,0.1832,AL,false,71,1,25692.52,549.63,0.1479,0.1479,0,0,320.15,226.15,0,25692.52,546.3,0,0,0,0,06-15-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1479,AL,602,2793,0.1832,Fair,77,73-78 months
SPONSOR,998989999996638336,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2015,18883.07,77,09/2021,0.0299,1,1,07/2015,true,2,2,0,TOYOTA,COROLLA,1,2015,1,21919,2,CREDIT BUREAU,782,2,2,true,0.0692,NC,false,14,1,3876.47,51.16,0.0299,0.0299,0,0,10.12,266.21,0,3598.63,276.34,300,16.16,277.84,6,07-30-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0299,NC,782,3571,0.0692,Super-Prime,77,73-78 months
SPONSOR,998989999995726080,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,28541.17,76,06/2026,0.0734,1,1,04/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,24147,2,CREDIT BUREAU,644,2,2,false,0.1205,AL,false,71,1,27706.39,477.07,0.0734,0.0734,0,0,169.01,306.61,0,27396.01,475.63,477.07,166.69,310.38,0,07-20-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0734,AL,644,2793,0.1205,Non-Prime,76,73-78 months
SPONSOR,998989999995715712,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,23889.91,76,07/2026,0.1529,1,1,05/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21397,2,CREDIT BUREAU,584,2,2,true,0.1219,AL,false,72,1,23889.91,973.95,0.1529,0.1529,0,24.98,299.47,197.01,0,23889.91,496.48,525,525,0,0,07-24-2020,9,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1529,AL,584,2793,0.1219,Fair,76,73-78 months
SPONSOR,998989999995711360,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,15044.5,74,05/2026,0.0724,1,1,06/2020,true,2,2,0,TOYOTA,RAV4,2,2015,3,15300,98,CREDIT BUREAU,646,2,2,true,0.0482,SC,false,70,1,14710.11,0,0.0724,0.0724,0,0,89.75,168.47,0,14532.58,258.23,259.01,81.48,177.53,0,07-17-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0724,SC,646,2196,0.0482,Non-Prime,74,73-78 months
SPONSOR,998989999995700096,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,29460.03,76,08/2026,0.1169,1,1,06/2020,true,1,2,0,TOYOTA,CAMRY,1,2020,1,27012,2,CREDIT BUREAU,636,2,2,false,0.1288,AL,false,73,1,29287.68,558.14,0.1169,0.1169,0,0,284.37,271.06,0,29028.87,555.44,558.14,299.33,258.81,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1169,AL,636,2793,0.1288,Non-Prime,76,73-78 months
SPONSOR,998989999995685120,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2020,20716.96,76,09/2026,0.1054,1,1,07/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21603,2,CREDIT BUREAU,531,2,2,false,0.0805,NC,false,74,1,20716.96,379.95,0.1054,0.1054,0,0,181.96,196.33,0,20599.51,378.29,379.95,262.5,117.45,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1054,NC,531,3571,0.0805,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995689728,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,23581.43,62,06/2025,0,1,1,07/2020,true,2,2,1,TOYOTA,RAV4,1,2020,3,28268,2,CREDIT BUREAU,635,2,2,false,0.1008,NC,false,59,1,23581.43,393.02,0,0,0,0,0,393.02,0,23188.41,393.02,393.02,0,393.02,0,07-13-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0,NC,635,3571,0.1008,Non-Prime,62,61-66 months
SPONSOR,998989999996510976,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2016,24233.93,73,02/2022,0.049,1,1,03/2016,true,1,2,1,TOYOTA,COROLLA,1,2016,1,21868,2,CREDIT BUREAU,620,2,2,true,0.0414,SC,false,19,1,7425.58,349.75,0.049,0.049,0,0,30.45,358.7,0,7064.46,389.16,389.95,28.83,361.12,0,07-17-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.049,SC,620,2196,0.0414,Non-Prime,73,73-78 months
SPONSOR,998989999996552192,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2015,32133.15,73,05/2022,0.029,1,1,12/2015,true,1,2,1,TOYOTA,CAMRY,1,2016,1,25282,2,CREDIT BUREAU,588,2,2,false,0.0975,AL,false,22,1,11352.85,487.37,0.029,0.029,0,0,19.57,467.21,0,10431.06,486.78,974.74,52.95,921.79,0,07-28-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.029,AL,588,2793,0.0975,Fair,73,73-78 months
SPONSOR,998989999995850496,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,07/2019,34448.48,76,11/2025,0.0559,1,1,08/2019,true,1,2,0,TOYOTA,RAV4,1,2019,3,29618,2,CREDIT BUREAU,817,2,2,true,0.0599,TX,false,64,1,30397.03,508.48,0.0559,0.0559,0,0,140.28,404.98,0,30093.09,545.26,550,246.06,303.94,0,07-07-2020,0,WORLD OMNI FINANCIAL CORP,NA,true,4,1,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0559,TX,817,71,0.0599,Super-Prime,76,73-78 months
SPONSOR,998989999995828096,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,27205.83,76,02/2026,0.1084,1,1,09/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,23996,2,CREDIT BUREAU,619,2,2,false,0.1684,AL,false,67,1,25676.44,500.97,0.1084,0.1084,0,0,221.74,279.22,0,25594.67,500.96,500.97,419.2,81.77,0,07-02-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1084,AL,619,2793,0.1684,Fair,76,73-78 months
SPONSOR,998989999995821696,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,28047.3,77,01/2026,0.1044,1,1,11/2019,true,2,2,2,TOYOTA,COROLLA,1,2020,1,21194,2,CREDIT BUREAU,647,2,2,false,0.1832,SC,false,66,1,25958.14,513.08,0.1044,0.1044,0,0,224.87,285.83,0,25667.19,510.71,513.08,222.13,290.95,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1044,SC,647,2196,0.1832,Non-Prime,77,73-78 months
SPONSOR,998989999995816704,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,21376.73,76,02/2026,0.0967,1,1,10/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20995,2,CREDIT BUREAU,625,2,2,false,0.1203,SC,false,67,1,20118.24,342.67,0.0967,0.0967,0,0,156.63,224.25,0,19909.59,380.88,400,191.35,208.65,0,07-14-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0967,SC,625,2196,0.1203,Non-Prime,76,73-78 months
SPONSOR,998989999995802880,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,29558.44,74,11/2025,0.0791,1,1,12/2019,true,2,2,0,DODGE,CHALLENGER,2,2016,1,27116,98,CREDIT BUREAU,705,2,2,false,0.1153,NC,false,64,1,26941.87,0,0.0791,0.0791,0,0,179.67,337.27,0,26621.21,516.95,518.63,197.97,320.66,0,07-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0791,NC,705,3571,0.1153,Prime,74,73-78 months
SPONSOR,998989999995805568,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,23392.62,76,04/2026,0.1589,1,1,11/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20995,2,CREDIT BUREAU,585,2,2,false,0.1396,SC,false,69,1,22111.07,0,0.1589,0.1589,0,0,289.32,204.58,0,22111.07,493.9,493.9,493.9,0,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1589,SC,585,2196,0.1396,Fair,76,73-78 months
SPONSOR,998989999995785216,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,16927.82,62,12/2024,0.1373,1,1,01/2020,true,2,2,0,CHEVROLET,SILVERADO,2,2011,2,17588,98,CREDIT BUREAU,590,2,2,true,0.0726,AL,false,53,1,15753.67,392.44,0.1373,0.1373,0,0,179.7,211.8,0,15543.14,391.51,393.72,183.19,210.53,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1373,AL,590,2793,0.0726,Fair,62,61-66 months
SPONSOR,998989999995778560,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,33800,76,04/2026,0.1515,1,1,12/2019,true,1,2,0,TOYOTA,HIGHLANDER,2,2018,3,28225,98,CREDIT BUREAU,634,2,2,true,0.084,AL,false,69,1,33150.07,1399.52,0.1515,0.1515,0,0,401.65,298.19,0,33150.07,699.84,700,700,0,0,07-07-2020,4,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1515,AL,634,2793,0.084,Non-Prime,76,73-78 months
SPONSOR,998989999995754496,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,32294.95,74,03/2026,0.059,1,1,02/2020,true,2,2,1,TOYOTA,CAMRY,1,2020,1,27513,2,CREDIT BUREAU,642,2,2,false,0.1672,NC,false,68,1,31532.43,535,0.059,0.059,0,0,149.47,384.22,0,31149.92,533.69,535,152.49,382.51,0,07-09-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,NC,642,3571,0.1672,Non-Prime,74,73-78 months
SPONSOR,998989999995753344,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,11985,61,12/2024,0.0527,1,1,01/2020,true,1,2,0,NISSAN,MURANO,2,2015,3,18427,98,CREDIT BUREAU,718,2,2,false,0.0759,SC,false,53,1,10920.37,227.65,0.0527,0.0527,0,0,47.97,179.68,0,10739.89,227.65,227.65,47.17,180.48,0,07-30-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0527,SC,718,2196,0.0759,Prime,61,61-66 months
SPONSOR,998989999995741312,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,25614.67,76,06/2026,0.1064,1,1,03/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20545,2,CREDIT BUREAU,623,2,2,false,0.1511,NJ,false,71,1,25490.7,471.11,0.1064,0.1064,0,75,218.42,250.61,0,25013.96,469.03,942.22,465.48,476.74,0,07-29-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1064,NJ,623,16,0.1511,Non-Prime,76,73-78 months
