assetTypeNumber,assetNumber,reportingPeriodBeginningDate,reportingPeriodEndingDate,originatorName,originationDate,originalLoanAmount,originalLoanTerm,loanMaturityDate,originalInterestRatePercentage,interestCalculationTypeCode,originalInterestRateTypeCode,originalFirstPaymentDate,underwritingIndicator,gracePeriodNumber,paymentTypeCode,subvented,vehicleManufacturerName,vehicleModelName,vehicleNewUsedCode,vehicleModelYear,vehicleTypeCode,vehicleValueAmount,vehicleValueSourceCode,obligorCreditScoreType,obligorCreditScore,obligorIncomeVerificationLevelCode,obligorEmploymentVerificationCode,coObligorIndicator,paymentToIncomePercentage,obligorGeographicLocation,assetAddedIndicator,remainingTermToMaturityNumber,servicingAdvanceMethodCode,reportingPeriodBeginningLoanBalanceAmount,nextReportingPeriodPaymentAmountDue,reportingPeriodInterestRatePercentage,nextInterestRatePercentage,servicingFeePercentage,otherAssessedUncollectedServicerFeeAmount,scheduledInterestAmount,scheduledPrincipalAmount,otherPrincipalAdjustmentAmount,reportingPeriodActualEndBalanceAmount,reportingPeriodScheduledPaymentAmount,totalActualAmountPaid,actualInterestCollectedAmount,actualPrincipalCollectedAmount,actualOtherCollectedAmount,interestPaidThroughDate,currentDelinquencyStatus,primaryLoanServicerName,subvented.1,reportingPeriodModificationIndicator,modificationTypeCode,paymentExtendedNumber,servicingFlatFeeAmount,otherServicerFeeRetainedByServicer,servicerAdvancedAmount,zeroBalanceCode,assetSubjectDemandIndicator,repurchaseAmount,chargedoffPrincipalAmount,recoveredAmount,repossessedIndicator,repossessedProceedsAmount,originalInterestOnlyTermNumber,X..i..,modificationTypeCode.1,zeroBalanceEffectiveDate,originatorName_clean,originalInterestRatePercentage_clean,obligorGeographicLocation_clean,obligorCreditScore_clean,lender_state_n,paymentToIncomePercentage_clean,credit_score_cat,originalLoanTerm_char,loan_term_cat
SPONSOR,998989999995846144,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,32678.81,76,11/2025,0.0959,1,1,09/2019,true,1,2,0,TOYOTA,TACOMA SR,1,2019,2,34831,2,CREDIT BUREAU,637,2,2,false,0.1458,SC,false,64,1,29473.35,583.1,0.0959,0.0959,0,0,234.66,346.28,0,29121.93,580.95,583.1,231.68,351.42,0,07-25-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0959,SC,637,2196,0.1458,Non-Prime,76,73-78 months
SPONSOR,998989999995839488,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,30250,73,10/2025,0.049,1,1,09/2019,true,1,2,1,TOYOTA,RAV4,1,2019,3,32172,2,CREDIT BUREAU,697,2,2,true,0.0466,NC,false,63,1,27354.54,485.77,0.049,0.049,0,0,108.45,377.31,0,27161.75,485.77,485.77,292.98,192.79,0,07-16-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.049,NC,697,3571,0.0466,Prime,73,73-78 months
SPONSOR,998989999995817344,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,30181.99,74,12/2025,0.059,1,1,11/2019,true,2,2,1,TOYOTA,CAMRY,1,2019,1,26076,2,CREDIT BUREAU,623,2,2,false,0.1867,NC,false,65,1,28392.09,500,0.059,0.059,0,0,134.37,364.4,0,28029.4,498.77,500,137.31,362.69,0,07-10-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,NC,623,3571,0.1867,Non-Prime,74,73-78 months
SPONSOR,998989999995811200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,37950.37,73,11/2025,0.059,1,1,11/2019,true,1,2,1,TOYOTA,CAMRY,1,2019,1,28965,2,CREDIT BUREAU,606,2,2,false,0.1558,AL,false,64,1,35138.6,628.69,0.059,0.059,0,0,168.95,458.19,0,34674.17,627.15,628.69,164.26,464.43,0,07-27-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,AL,606,2793,0.1558,Fair,73,73-78 months
SPONSOR,998989999995803392,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,26454.08,77,02/2026,0.1154,1,1,12/2019,true,2,2,0,TOYOTA,CAMRY,1,2019,1,26845,2,CREDIT BUREAU,617,2,2,false,0.1782,AL,false,67,1,24482.84,499.09,0.1154,0.1154,0,0,237.61,259.09,0,24482.84,496.7,0,0,0,0,06-26-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1154,AL,617,2793,0.1782,Fair,77,73-78 months
SPONSOR,998989999995789952,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,31439.01,73,11/2025,0.059,1,1,12/2019,true,1,2,1,TOYOTA,CAMRY,1,2019,1,25744,2,CREDIT BUREAU,593,2,2,false,0.0193,NC,false,64,1,28800.02,520.82,0.059,0.059,0,0,141.82,377.72,0,28432.41,519.55,520.82,153.21,367.61,0,07-04-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,NC,593,3571,0.0193,Fair,73,73-78 months
SPONSOR,998989999995779200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,29434.79,77,03/2026,0.0579,1,1,01/2020,true,2,2,0,TOYOTA,RAV4,1,2019,3,27119,2,CREDIT BUREAU,822,2,2,true,0.0688,NC,false,68,1,27563.71,939.62,0.0579,0.0579,0,0,132.45,336.23,0,27563.71,468.68,0,0,0,0,06-25-2020,3,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0579,NC,822,3571,0.0688,Super-Prime,77,73-78 months
SPONSOR,998989999995750656,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,17568.49,61,01/2025,0.158,1,1,02/2020,true,1,2,0,CHEVROLET,CAMARO,2,2012,1,13525,98,CREDIT BUREAU,529,2,2,false,0.0425,NC,false,54,1,16527.61,0,0.158,0.158,0,0,218.2,207.16,0,16088.82,425.36,850.72,411.93,438.79,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.158,NC,529,3571,0.0425,Deep Sub-Prime,61,61-66 months
SPONSOR,998989999995753728,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,28865.81,73,01/2026,0.059,1,1,02/2020,true,1,2,1,TOYOTA,COROLLA,1,2020,1,21533,2,CREDIT BUREAU,647,2,2,true,0.1237,NC,false,66,1,26694.5,0,0.059,0.059,0,0,133.6,343.42,0,26424.04,477.02,477.02,206.56,270.46,0,07-30-2020,0,WORLD OMNI FINANCIAL CORP,2,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.059,NC,647,3571,0.1237,Non-Prime,73,73-78 months
SPONSOR,998989999995739264,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,21962.94,73,02/2026,0.1092,1,1,03/2020,true,1,2,0,GMC LIGHT,ACADIA,2,2015,3,14542,98,CREDIT BUREAU,691,2,2,false,0.0695,AL,false,67,1,21005.17,417.14,0.1092,0.1092,0,0,191.84,225.29,0,20776.05,417.14,417.14,188.02,229.12,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1092,AL,691,2793,0.0695,Prime,73,73-78 months
SPONSOR,998989999995728000,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,20991.58,76,06/2026,0.1189,1,1,04/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21463,2,CREDIT BUREAU,577,2,2,false,0.1216,NC,false,71,1,20496.4,399.94,0.1189,0.1189,0,0,202.28,195.68,0,20296.21,397.96,399.94,199.75,200.19,0,07-17-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1189,NC,577,3571,0.1216,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999996623616,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2015,28939.02,77,03/2022,0.1164,1,1,08/2015,true,2,2,0,TOYOTA,CAMRY,1,2015,1,25213,2,CREDIT BUREAU,610,2,2,false,0.0892,NC,false,20,1,10228.33,547.27,0.1164,0.1164,0,0,77.97,466.88,0,9794.68,544.86,547.5,113.85,433.65,0,07-06-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1164,NC,610,3571,0.0892,Fair,77,73-78 months
SPONSOR,998989999995724928,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,37352.26,73,03/2026,0.0989,1,1,04/2020,true,1,2,0,TOYOTA,RAV4,1,2020,3,32510,2,CREDIT BUREAU,634,2,2,false,0.099,NC,false,68,1,36192.94,346.34,0.0989,0.0989,0,0,298.31,391.59,0,35456.99,689.91,1039.13,303.18,735.95,0,07-06-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0989,NC,634,3571,0.099,Non-Prime,73,73-78 months
SPONSOR,998989999995707008,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,04/2020,17386.33,62,05/2025,0.0479,1,1,06/2020,true,2,2,0,NISSAN,ALTIMA,2,2019,1,15675,98,CREDIT BUREAU,824,2,2,true,0.0558,AL,false,58,1,17161.64,327.08,0.0479,0.0479,0,0,68.37,258.05,0,16901.94,326.43,327.08,67.38,259.7,0,07-06-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0479,AL,824,2793,0.0558,Super-Prime,62,61-66 months
SPONSOR,998989999995702400,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,28929.98,76,08/2026,0.1094,1,1,06/2020,true,1,2,0,TOYOTA,RAV4,1,2020,3,28518,2,CREDIT BUREAU,631,2,2,false,0.0628,NC,false,73,1,28637.9,534.2,0.1094,0.1094,0,0,261.27,272.92,0,28369.06,534.2,534.2,265.36,268.84,0,07-04-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1094,NC,631,3571,0.0628,Non-Prime,76,73-78 months
SPONSOR,998989999995722368,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2020,34088.94,74,04/2026,0.0649,1,1,05/2020,true,2,2,1,TOYOTA,RAV4,1,2020,3,28121,2,CREDIT BUREAU,584,2,2,false,0.1249,NC,false,69,1,33397.87,0,0.0649,0.0649,0,0,180.15,392.71,0,32313.56,572.87,1436,351.69,1084.31,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0649,NC,584,3571,0.1249,Fair,74,73-78 months
SPONSOR,998989999995699200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,11890,73,05/2026,0.1555,1,1,06/2020,true,1,2,0,NISSAN,SENTRA,2,2017,1,9600,98,CREDIT BUREAU,583,2,2,true,0.0475,NC,false,70,1,10659.32,253.89,0.1555,0.1555,0,0,152.76,102.21,0,9630.76,254.97,1158,129.44,1028.56,0,07-23-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1555,NC,583,3571,0.0475,Fair,73,73-78 months
SPONSOR,998989999995681152,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,06/2020,43848.77,77,10/2026,0.0934,1,1,08/2020,true,2,2,0,TOYOTA,CAMRY,1,2020,1,34126,2,CREDIT BUREAU,592,2,2,false,0.1943,AL,false,75,1,43848.77,0,0.0934,0.0934,0,0,344.63,429.38,0,43482.8,774.01,780,414.03,365.97,0,07-26-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0934,AL,592,2793,0.1943,Fair,77,73-78 months
SPONSOR,998989999995667200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,26591,77,09/2026,0.0649,1,1,07/2020,true,2,2,0,TOYOTA,TUNDRA 4X2,1,2019,2,54110,2,CREDIT BUREAU,635,2,2,false,0.1445,SC,false,74,1,0,433.41,0.0649,0.0649,0,0,143.81,288.43,-26591,26426.35,432.24,433.41,268.76,164.65,0,07-27-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0649,SC,635,2196,0.1445,Non-Prime,77,73-78 months
SPONSOR,998989999995691776,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,38042.87,77,09/2026,0.1009,1,1,07/2020,true,2,2,0,TOYOTA,4RUNNER,1,2020,3,47301,2,CREDIT BUREAU,620,2,2,false,0.1494,AL,false,74,1,38042.87,688.82,0.1009,0.1009,0,0,319.87,366.05,0,37763.07,685.93,688.82,409.02,279.8,0,07-01-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1009,AL,620,2793,0.1494,Non-Prime,77,73-78 months
SPONSOR,998989999996677120,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,03/2015,16737.02,73,03/2021,0.1429,1,1,04/2015,true,1,2,0,TOYOTA,RAV4-4 CYL,2,2011,3,15382,98,CREDIT BUREAU,602,2,2,false,0.1493,SC,false,8,1,2994.56,323.2,0.1429,0.1429,0,0,35.11,312.36,0,2673.14,347.48,360,38.58,321.42,0,07-27-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1429,SC,602,2196,0.1493,Fair,73,73-78 months
SPONSOR,998989999995858048,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,07/2019,29536.49,73,07/2025,0.1249,1,1,08/2019,true,1,2,0,TOYOTA,CAMRY,1,2019,1,33410,2,CREDIT BUREAU,516,2,2,false,0.0784,AL,false,60,1,26850.91,1176.08,0.1249,0.1249,0,0,273.93,311.05,0,26565.25,584.99,588.04,302.38,285.66,0,07-11-2020,1,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1249,AL,516,2793,0.0784,Deep Sub-Prime,73,73-78 months
SPONSOR,998989999995841536,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,30019.5,77,01/2026,0.0689,1,1,10/2019,true,2,2,0,TOYOTA,COROLLA,1,2020,1,23423,2,CREDIT BUREAU,649,2,2,false,0.1485,SC,false,66,1,27094.95,495.05,0.0689,0.0689,0,0,155.36,338.36,0,27094.95,493.73,0,0,0,0,05-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,true,4,1,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0689,SC,649,2196,0.1485,Non-Prime,77,73-78 months
SPONSOR,998989999995835776,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,26396.42,77,12/2025,0.1024,1,1,10/2019,true,2,2,0,TOYOTA,RAV4,1,2019,3,27108,2,CREDIT BUREAU,646,2,2,false,0.1714,NC,false,65,1,24293.66,480,0.1024,0.1024,0,0,205.16,272.79,0,24017.57,477.95,480,203.91,276.09,0,07-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1024,NC,646,3571,0.1714,Non-Prime,77,73-78 months
SPONSOR,998989999995834240,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,08/2019,20869.16,76,11/2025,0.1184,1,1,09/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21073,2,CREDIT BUREAU,634,2,2,false,0.158,NC,false,64,1,19964.72,395.1,0.1184,0.1184,0,0,186.39,208.71,0,18707.05,395.1,2045.6,712.93,1257.67,75,07-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1184,NC,634,3571,0.158,Non-Prime,76,73-78 months
SPONSOR,998989999995827072,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,20120.77,76,02/2026,0.1204,1,1,10/2019,true,1,2,0,TOYOTA,RAV4,2,2017,3,18000,98,CREDIT BUREAU,630,2,2,true,0.0671,NC,false,67,1,19309.5,384.96,0.1204,0.1204,0,0,184.84,198.19,0,19113.77,383.03,784.92,574.19,195.73,15,07-28-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1204,NC,630,3571,0.0671,Non-Prime,76,73-78 months
SPONSOR,998989999995825536,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,09/2019,27400.35,76,12/2025,0.165,1,1,10/2019,true,1,2,2,TOYOTA,COROLLA,1,2020,1,21224,2,CREDIT BUREAU,551,2,2,false,0.2008,AL,false,65,1,25475.58,1183.64,0.165,0.165,0,0,349.15,238.67,0,25475.58,587.82,0,0,0,0,06-18-2020,5,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.165,AL,551,2793,0.2008,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995815552,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,20572.7,73,12/2025,0.1229,1,1,11/2019,true,1,2,0,FORD TRUCK,EDGE,2,2016,3,20750,98,CREDIT BUREAU,571,2,2,true,0.0529,SC,false,65,1,19668.12,407.38,0.1229,0.1229,0,0,194.17,211.13,0,19659.1,405.3,407.38,398.36,9.02,0,07-17-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1229,SC,571,2196,0.0529,Deep Sub-Prime,73,73-78 months
SPONSOR,998989999995795200,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,10/2019,38119.79,77,02/2026,0.1155,1,1,12/2019,true,2,2,0,TOYOTA,RAV4,1,2019,3,33165,2,CREDIT BUREAU,622,2,2,true,0.0822,AL,false,67,1,35772.9,719.38,0.1155,0.1155,0,0,342.69,373.23,0,35392.19,715.93,719.38,338.67,380.71,0,07-15-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1155,AL,622,2793,0.0822,Non-Prime,77,73-78 months
SPONSOR,998989999995788672,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,19847.66,76,02/2026,0.1274,1,1,12/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21523,2,CREDIT BUREAU,548,2,2,false,0.1317,NC,false,67,1,18581.36,385.16,0.1274,0.1274,0,0,197.33,187.82,0,18364.38,385.16,385.16,168.18,216.98,0,07-12-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1274,NC,548,3571,0.1317,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995782400,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,11/2019,22542.92,76,02/2026,0.1254,1,1,12/2019,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20995,2,CREDIT BUREAU,597,2,2,true,0.0885,SC,false,67,1,21098.22,435.07,0.1254,0.1254,0,0,220.51,214.56,0,20880.02,435.07,435.07,216.87,218.2,0,07-16-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1254,SC,597,2196,0.0885,Fair,76,73-78 months
SPONSOR,998989999995777920,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,12/2019,28383.96,73,12/2025,0.0639,1,1,01/2020,true,1,2,0,FORD TRUCK,EXPLORER,2,2017,3,24825,98,CREDIT BUREAU,813,2,2,true,0.0865,NC,false,65,1,26423.74,476.91,0.0639,0.0639,0,0,140.63,335,0,26076.01,475.64,476.91,129.18,347.73,0,07-05-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0639,NC,813,3571,0.0865,Super-Prime,73,73-78 months
SPONSOR,998989999995756160,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,33495,76,04/2026,0.0574,1,1,02/2020,true,1,2,0,TOYOTA,4RUNNER,2,2017,3,30058,98,CREDIT BUREAU,751,2,2,true,0.0562,SC,false,69,1,31681.34,533.81,0.0574,0.0574,0,0,151.22,381.31,0,31296.59,532.54,533.81,149.06,384.75,0,07-17-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0574,SC,751,2196,0.0562,Super-Prime,76,73-78 months
SPONSOR,998989999995746176,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,29419.16,74,02/2026,0.049,1,1,03/2020,true,2,2,1,TOYOTA,CAMRY,1,2020,1,27956,2,CREDIT BUREAU,699,2,2,true,0.0761,NC,false,67,1,28056.16,473.38,0.049,0.049,0,0,114.33,358.09,0,27687.95,472.42,473.38,105.17,368.21,0,07-08-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.049,NC,699,3571,0.0761,Prime,74,73-78 months
SPONSOR,998989999995752448,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,20078.49,76,04/2026,0.157,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,21324,2,CREDIT BUREAU,571,2,2,true,0.1004,NC,false,69,1,19342.46,425,0.157,0.157,0,0,252,169.81,0,19199.55,421.81,425,282.09,142.91,0,07-24-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.157,NC,571,3571,0.1004,Deep Sub-Prime,76,73-78 months
SPONSOR,998989999995743616,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,26214.76,76,04/2026,0.0944,1,1,02/2020,true,1,2,0,TOYOTA,COROLLA,1,2020,1,20995,2,CREDIT BUREAU,628,2,2,false,0.1657,SC,false,69,1,24855.13,464.05,0.0944,0.0944,0,0,195.92,268.13,0,24634.69,464.05,464.05,243.61,220.44,0,07-26-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0944,SC,628,2196,0.1657,Non-Prime,76,73-78 months
SPONSOR,998989999995734016,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,02/2020,25812,77,06/2026,0.0479,1,1,04/2020,true,2,2,0,TOYOTA,C-HR,1,2020,3,26664,2,CREDIT BUREAU,715,2,2,true,0.067,SC,false,71,1,24957.55,0,0.0479,0.0479,0,0,99.47,299.44,0,24336.77,398.92,799.44,178.66,620.78,0,07-31-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0479,SC,715,2196,0.067,Prime,77,73-78 months
SPONSOR,998989999995730688,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,01/2020,25193,77,05/2026,0.1064,1,1,03/2020,true,2,2,0,TOYOTA,COROLLA,1,2020,1,21407,2,CREDIT BUREAU,622,2,2,true,0.0554,SC,false,70,1,24332.91,463.36,0.1064,0.1064,0,0,214.82,246.49,0,24081.76,461.31,463.36,212.21,251.15,0,07-16-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1064,SC,622,2196,0.0554,Non-Prime,77,73-78 months
SPONSOR,998989999995700992,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,25880.54,73,05/2026,0.0834,1,1,06/2020,true,1,2,0,TOYOTA,HIGHLANDER,2,2015,3,22864,98,CREDIT BUREAU,673,2,2,true,0.0934,AL,false,70,1,25527.05,459.64,0.0834,0.0834,0,0,177.93,280.14,0,25369.88,458.07,459.64,302.47,157.17,0,07-18-2020,0,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.0834,AL,673,2793,0.0934,Prime,73,73-78 months
SPONSOR,998989999995696896,07-01-2020,07-31-2020,WORLD OMNI FINANCIAL CORP,05/2020,24610.43,76,08/2026,0.1059,1,1,06/2020,true,1,2,0,TOYOTA,CAMRY,1,2020,1,26683,2,CREDIT BUREAU,582,2,2,false,0.0997,SC,false,73,1,24610.43,904,0.1059,0.1059,0,0,215.13,234.88,0,24542.95,450.01,452,384.52,67.48,0,07-06-2020,4,WORLD OMNI FINANCIAL CORP,NA,false,NA,NA,NA,NA,NA,NA,false,NA,NA,0,false,0,NA,NA,NA,NA,WORLD OMNI FINANCIAL CORP,0.1059,SC,582,2196,0.0997,Fair,76,73-78 months
